task_id,taxonomy,profile,n_candidates,topsis_rank,wa_rank,kendall_tau,spearman_rho,top1_agrees,topsis_winner,wa_winner,topsis_utility,wa_regret
135,tool.data.search,speed_first,2,"[""exa/search-api@v1"", ""tavily/search-api@v1""]","[""exa/search-api@v1"", ""tavily/search-api@v1""]",1.0,1.0,True,exa/search-api@v1,exa/search-api@v1,0.5371,0.0
136,infra.database.vector,quality_first,2,"[""qdrant/cloud@v1"", ""pinecone/index@v3""]","[""qdrant/cloud@v1"", ""pinecone/index@v3""]",1.0,1.0,True,qdrant/cloud@v1,qdrant/cloud@v1,0.9988,0.0
137,ai.vision.image_generation,quality_first,3,"[""black-forest-labs/flux-1.1-pro@1.1"", ""google/imagen-3@3.0"", ""openai/dall-e-3@3.0""]","[""black-forest-labs/flux-1.1-pro@1.1"", ""google/imagen-3@3.0"", ""openai/dall-e-3@3.0""]",1.0,1.0,True,black-forest-labs/flux-1.1-pro@1.1,black-forest-labs/flux-1.1-pro@1.1,0.9968,0.0
138,ai.video.generation,speed_first,2,"[""kuaishou/kling-3.0@3.0"", ""google/veo-3.1@3.1""]","[""google/veo-3.1@3.1"", ""kuaishou/kling-3.0@3.0""]",-1.0,-1.0,False,kuaishou/kling-3.0@3.0,google/veo-3.1@3.1,0.5357,0.07139999999999996
139,ai.audio.tts,quality_first,2,"[""openai/tts-1@1.0"", ""elevenlabs/tts-v2@2.0""]","[""elevenlabs/tts-v2@2.0"", ""openai/tts-1@1.0""]",-1.0,-1.0,False,openai/tts-1@1.0,elevenlabs/tts-v2@2.0,0.5757,0.15139999999999998
140,ai.llm.embedding,balanced,2,"[""openai/text-embedding-3-large@3.0"", ""voyageai/voyage-3-large@3.0""]","[""openai/text-embedding-3-large@3.0"", ""voyageai/voyage-3-large@3.0""]",1.0,1.0,True,openai/text-embedding-3-large@3.0,openai/text-embedding-3-large@3.0,0.944,0.0
141,ai.audio.tts,quality_first,2,"[""openai/tts-1@1.0"", ""elevenlabs/tts-v2@2.0""]","[""elevenlabs/tts-v2@2.0"", ""openai/tts-1@1.0""]",-1.0,-1.0,False,openai/tts-1@1.0,elevenlabs/tts-v2@2.0,0.5757,0.15139999999999998
142,infra.database.postgres,speed_first,2,"[""neon/serverless-postgres@v1"", ""supabase/database@v2""]","[""neon/serverless-postgres@v1"", ""supabase/database@v2""]",1.0,1.0,True,neon/serverless-postgres@v1,neon/serverless-postgres@v1,1.0,0.0
143,tool.productivity.spreadsheet,balanced,2,"[""google/sheets-api@v4"", ""airtable/api@v1""]","[""google/sheets-api@v4"", ""airtable/api@v1""]",1.0,1.0,True,google/sheets-api@v4,google/sheets-api@v4,1.0,0.0
144,ai.vision.image_generation,quality_first,3,"[""black-forest-labs/flux-1.1-pro@1.1"", ""google/imagen-3@3.0"", ""openai/dall-e-3@3.0""]","[""black-forest-labs/flux-1.1-pro@1.1"", ""google/imagen-3@3.0"", ""openai/dall-e-3@3.0""]",1.0,1.0,True,black-forest-labs/flux-1.1-pro@1.1,black-forest-labs/flux-1.1-pro@1.1,0.9968,0.0
145,tool.automation.browser,balanced,2,"[""steel/browser@v1"", ""browserbase/api@v1""]","[""steel/browser@v1"", ""browserbase/api@v1""]",1.0,1.0,True,steel/browser@v1,steel/browser@v1,0.997,0.0
146,tool.communication.email,speed_first,2,"[""resend/email-api@v1"", ""twilio/sendgrid@v3""]","[""resend/email-api@v1"", ""twilio/sendgrid@v3""]",1.0,1.0,True,resend/email-api@v1,resend/email-api@v1,1.0,0.0
147,ai.audio.stt,cost_first,2,"[""deepgram/nova@v2"", ""openai/whisper@v1""]","[""deepgram/nova@v2"", ""openai/whisper@v1""]",1.0,1.0,True,deepgram/nova@v2,deepgram/nova@v2,1.0,0.0
148,infra.compute.gpu,speed_first,2,"[""runpod/gpu-serverless@1.0"", ""replicate/gpu-serverless@1.0""]","[""runpod/gpu-serverless@1.0"", ""replicate/gpu-serverless@1.0""]",1.0,1.0,True,runpod/gpu-serverless@1.0,runpod/gpu-serverless@1.0,1.0,0.0
149,ai.llm.chat,speed_first,8,"[""deepseek/deepseek-v4-flash@4.0"", ""openai/gpt-4o@2024-11-20"", ""minimax/m2.7@2.7"", ""qwen/qwen3-max@3.0"", ""anthropic/claude-sonnet-4@4.0"", ""zhipu/glm-5@5.0"", ""moonshot/kimi-k2.5@2.5"", ""google/gemini-2.5-pro@2.5""]","[""openai/gpt-4o@2024-11-20"", ""deepseek/deepseek-v4-flash@4.0"", ""anthropic/claude-sonnet-4@4.0"", ""minimax/m2.7@2.7"", ""qwen/qwen3-max@3.0"", ""zhipu/glm-5@5.0"", ""google/gemini-2.5-pro@2.5"", ""moonshot/kimi-k2.5@2.5""]",0.7142857142857143,0.8809523809523809,False,deepseek/deepseek-v4-flash@4.0,openai/gpt-4o@2024-11-20,0.8716,0.15860000000000007
150,ai.llm.embedding,quality_first,2,"[""openai/text-embedding-3-large@3.0"", ""voyageai/voyage-3-large@3.0""]","[""voyageai/voyage-3-large@3.0"", ""openai/text-embedding-3-large@3.0""]",-1.0,-1.0,False,openai/text-embedding-3-large@3.0,voyageai/voyage-3-large@3.0,0.8629,0.7258
151,tool.productivity.todo,quality_first,3,"[""todoist/api@v2"", ""ticktick/api@v2"", ""google/tasks-api@v1""]","[""ticktick/api@v2"", ""todoist/api@v2"", ""google/tasks-api@v1""]",0.3333333333333333,0.5,False,todoist/api@v2,ticktick/api@v2,0.8911,0.23029999999999995
152,ai.audio.stt,balanced,2,"[""deepgram/nova@v2"", ""openai/whisper@v1""]","[""deepgram/nova@v2"", ""openai/whisper@v1""]",1.0,1.0,True,deepgram/nova@v2,deepgram/nova@v2,1.0,0.0
153,tool.communication.chat,cost_first,2,"[""discord/api@v10"", ""slack/web-api@v2""]","[""discord/api@v10"", ""slack/web-api@v2""]",1.0,1.0,True,discord/api@v10,discord/api@v10,0.9955,0.0
154,ai.video.generation,cost_first,2,"[""kuaishou/kling-3.0@3.0"", ""google/veo-3.1@3.1""]","[""kuaishou/kling-3.0@3.0"", ""google/veo-3.1@3.1""]",1.0,1.0,True,kuaishou/kling-3.0@3.0,kuaishou/kling-3.0@3.0,0.9585,0.0
155,tool.automation.browser,speed_first,2,"[""steel/browser@v1"", ""browserbase/api@v1""]","[""steel/browser@v1"", ""browserbase/api@v1""]",1.0,1.0,True,steel/browser@v1,steel/browser@v1,0.9984,0.0
156,tool.devops.ci,balanced,2,"[""circleci/cloud@v2"", ""github/actions@v2""]","[""circleci/cloud@v2"", ""github/actions@v2""]",1.0,1.0,True,circleci/cloud@v2,circleci/cloud@v2,0.5033,0.0
157,infra.compute.gpu,cost_first,2,"[""runpod/gpu-serverless@1.0"", ""replicate/gpu-serverless@1.0""]","[""runpod/gpu-serverless@1.0"", ""replicate/gpu-serverless@1.0""]",1.0,1.0,True,runpod/gpu-serverless@1.0,runpod/gpu-serverless@1.0,1.0,0.0
158,ai.nlp.translation,quality_first,2,"[""google/translate@v3"", ""deepl/translate@v2""]","[""google/translate@v3"", ""deepl/translate@v2""]",1.0,1.0,True,google/translate@v3,google/translate@v3,1.0,0.0
159,ai.code.completion,speed_first,2,"[""github/copilot@v1"", ""cursor/editor@v1""]","[""github/copilot@v1"", ""cursor/editor@v1""]",1.0,1.0,True,github/copilot@v1,github/copilot@v1,1.0,0.0
160,tool.devops.ci,balanced,2,"[""circleci/cloud@v2"", ""github/actions@v2""]","[""circleci/cloud@v2"", ""github/actions@v2""]",1.0,1.0,True,circleci/cloud@v2,circleci/cloud@v2,0.5033,0.0
161,tool.automation.browser,quality_first,2,"[""steel/browser@v1"", ""browserbase/api@v1""]","[""steel/browser@v1"", ""browserbase/api@v1""]",1.0,1.0,True,steel/browser@v1,steel/browser@v1,0.9949,0.0
162,tool.data.search,balanced,2,"[""tavily/search-api@v1"", ""exa/search-api@v1""]","[""exa/search-api@v1"", ""tavily/search-api@v1""]",-1.0,-1.0,False,tavily/search-api@v1,exa/search-api@v1,0.8238,0.6476
163,tool.data.search,speed_first,2,"[""exa/search-api@v1"", ""tavily/search-api@v1""]","[""exa/search-api@v1"", ""tavily/search-api@v1""]",1.0,1.0,True,exa/search-api@v1,exa/search-api@v1,0.5371,0.0
164,infra.database.vector,quality_first,2,"[""qdrant/cloud@v1"", ""pinecone/index@v3""]","[""qdrant/cloud@v1"", ""pinecone/index@v3""]",1.0,1.0,True,qdrant/cloud@v1,qdrant/cloud@v1,0.9988,0.0
165,tool.productivity.spreadsheet,speed_first,2,"[""google/sheets-api@v4"", ""airtable/api@v1""]","[""google/sheets-api@v4"", ""airtable/api@v1""]",1.0,1.0,True,google/sheets-api@v4,google/sheets-api@v4,1.0,0.0
166,tool.devops.deployment,quality_first,2,"[""vercel/platform@v1"", ""fly/machines@v1""]","[""vercel/platform@v1"", ""fly/machines@v1""]",1.0,1.0,True,vercel/platform@v1,vercel/platform@v1,1.0,0.0
167,infra.compute.gpu,speed_first,2,"[""runpod/gpu-serverless@1.0"", ""replicate/gpu-serverless@1.0""]","[""runpod/gpu-serverless@1.0"", ""replicate/gpu-serverless@1.0""]",1.0,1.0,True,runpod/gpu-serverless@1.0,runpod/gpu-serverless@1.0,1.0,0.0
168,ai.code.completion,speed_first,2,"[""github/copilot@v1"", ""cursor/editor@v1""]","[""github/copilot@v1"", ""cursor/editor@v1""]",1.0,1.0,True,github/copilot@v1,github/copilot@v1,1.0,0.0
169,ai.audio.stt,quality_first,2,"[""deepgram/nova@v2"", ""openai/whisper@v1""]","[""deepgram/nova@v2"", ""openai/whisper@v1""]",1.0,1.0,True,deepgram/nova@v2,deepgram/nova@v2,1.0,0.0
170,tool.productivity.todo,quality_first,3,"[""todoist/api@v2"", ""ticktick/api@v2"", ""google/tasks-api@v1""]","[""ticktick/api@v2"", ""todoist/api@v2"", ""google/tasks-api@v1""]",0.3333333333333333,0.5,False,todoist/api@v2,ticktick/api@v2,0.8911,0.23029999999999995
171,tool.devops.ci,quality_first,2,"[""github/actions@v2"", ""circleci/cloud@v2""]","[""github/actions@v2"", ""circleci/cloud@v2""]",1.0,1.0,True,github/actions@v2,github/actions@v2,0.8259,0.0
172,ai.nlp.translation,speed_first,2,"[""google/translate@v3"", ""deepl/translate@v2""]","[""google/translate@v3"", ""deepl/translate@v2""]",1.0,1.0,True,google/translate@v3,google/translate@v3,1.0,0.0
173,tool.productivity.spreadsheet,cost_first,2,"[""google/sheets-api@v4"", ""airtable/api@v1""]","[""google/sheets-api@v4"", ""airtable/api@v1""]",1.0,1.0,True,google/sheets-api@v4,google/sheets-api@v4,1.0,0.0
174,tool.productivity.todo,balanced,3,"[""todoist/api@v2"", ""ticktick/api@v2"", ""google/tasks-api@v1""]","[""todoist/api@v2"", ""ticktick/api@v2"", ""google/tasks-api@v1""]",1.0,1.0,True,todoist/api@v2,todoist/api@v2,0.9363,0.0
175,ai.llm.chat,balanced,8,"[""minimax/m2.7@2.7"", ""deepseek/deepseek-v4-flash@4.0"", ""qwen/qwen3-max@3.0"", ""zhipu/glm-5@5.0"", ""moonshot/kimi-k2.5@2.5"", ""openai/gpt-4o@2024-11-20"", ""google/gemini-2.5-pro@2.5"", ""anthropic/claude-sonnet-4@4.0""]","[""openai/gpt-4o@2024-11-20"", ""minimax/m2.7@2.7"", ""qwen/qwen3-max@3.0"", ""anthropic/claude-sonnet-4@4.0"", ""google/gemini-2.5-pro@2.5"", ""deepseek/deepseek-v4-flash@4.0"", ""zhipu/glm-5@5.0"", ""moonshot/kimi-k2.5@2.5""]",0.07142857142857142,0.04761904761904767,False,minimax/m2.7@2.7,openai/gpt-4o@2024-11-20,0.8868,0.46680000000000005
176,tool.devops.ci,speed_first,2,"[""circleci/cloud@v2"", ""github/actions@v2""]","[""circleci/cloud@v2"", ""github/actions@v2""]",1.0,1.0,True,circleci/cloud@v2,circleci/cloud@v2,0.5259,0.0
177,tool.data.scraping,balanced,2,"[""jina/reader@v1"", ""firecrawl/scrape@v1""]","[""jina/reader@v1"", ""firecrawl/scrape@v1""]",1.0,1.0,True,jina/reader@v1,jina/reader@v1,0.9995,0.0
178,tool.data.scraping,speed_first,2,"[""jina/reader@v1"", ""firecrawl/scrape@v1""]","[""jina/reader@v1"", ""firecrawl/scrape@v1""]",1.0,1.0,True,jina/reader@v1,jina/reader@v1,0.9997,0.0
179,infra.database.postgres,balanced,2,"[""neon/serverless-postgres@v1"", ""supabase/database@v2""]","[""neon/serverless-postgres@v1"", ""supabase/database@v2""]",1.0,1.0,True,neon/serverless-postgres@v1,neon/serverless-postgres@v1,1.0,0.0
180,infra.database.vector,cost_first,2,"[""qdrant/cloud@v1"", ""pinecone/index@v3""]","[""pinecone/index@v3"", ""qdrant/cloud@v1""]",-1.0,-1.0,False,qdrant/cloud@v1,pinecone/index@v3,0.9984,0.9967999999999999
181,ai.audio.tts,quality_first,2,"[""openai/tts-1@1.0"", ""elevenlabs/tts-v2@2.0""]","[""elevenlabs/tts-v2@2.0"", ""openai/tts-1@1.0""]",-1.0,-1.0,False,openai/tts-1@1.0,elevenlabs/tts-v2@2.0,0.5757,0.15139999999999998
182,tool.devops.deployment,balanced,2,"[""vercel/platform@v1"", ""fly/machines@v1""]","[""vercel/platform@v1"", ""fly/machines@v1""]",1.0,1.0,True,vercel/platform@v1,vercel/platform@v1,1.0,0.0
183,tool.data.scraping,balanced,2,"[""jina/reader@v1"", ""firecrawl/scrape@v1""]","[""jina/reader@v1"", ""firecrawl/scrape@v1""]",1.0,1.0,True,jina/reader@v1,jina/reader@v1,0.9995,0.0
184,tool.data.scraping,quality_first,2,"[""jina/reader@v1"", ""firecrawl/scrape@v1""]","[""jina/reader@v1"", ""firecrawl/scrape@v1""]",1.0,1.0,True,jina/reader@v1,jina/reader@v1,0.9991,0.0
185,ai.vision.image_generation,speed_first,3,"[""black-forest-labs/flux-1.1-pro@1.1"", ""google/imagen-3@3.0"", ""openai/dall-e-3@3.0""]","[""black-forest-labs/flux-1.1-pro@1.1"", ""google/imagen-3@3.0"", ""openai/dall-e-3@3.0""]",1.0,1.0,True,black-forest-labs/flux-1.1-pro@1.1,black-forest-labs/flux-1.1-pro@1.1,0.9982,0.0
186,ai.audio.stt,quality_first,2,"[""deepgram/nova@v2"", ""openai/whisper@v1""]","[""deepgram/nova@v2"", ""openai/whisper@v1""]",1.0,1.0,True,deepgram/nova@v2,deepgram/nova@v2,1.0,0.0
187,ai.video.generation,balanced,2,"[""kuaishou/kling-3.0@3.0"", ""google/veo-3.1@3.1""]","[""google/veo-3.1@3.1"", ""kuaishou/kling-3.0@3.0""]",-1.0,-1.0,False,kuaishou/kling-3.0@3.0,google/veo-3.1@3.1,0.8635,0.7270000000000001
188,tool.data.search,cost_first,2,"[""tavily/search-api@v1"", ""exa/search-api@v1""]","[""tavily/search-api@v1"", ""exa/search-api@v1""]",1.0,1.0,True,tavily/search-api@v1,tavily/search-api@v1,0.9436,0.0
189,tool.devops.ci,cost_first,2,"[""circleci/cloud@v2"", ""github/actions@v2""]","[""circleci/cloud@v2"", ""github/actions@v2""]",1.0,1.0,True,circleci/cloud@v2,circleci/cloud@v2,0.6864,0.0
190,tool.productivity.todo,cost_first,3,"[""todoist/api@v2"", ""ticktick/api@v2"", ""google/tasks-api@v1""]","[""todoist/api@v2"", ""ticktick/api@v2"", ""google/tasks-api@v1""]",1.0,1.0,True,todoist/api@v2,todoist/api@v2,0.8996,0.0
191,ai.audio.tts,cost_first,2,"[""openai/tts-1@1.0"", ""elevenlabs/tts-v2@2.0""]","[""openai/tts-1@1.0"", ""elevenlabs/tts-v2@2.0""]",1.0,1.0,True,openai/tts-1@1.0,openai/tts-1@1.0,0.9414,0.0
192,ai.vision.image_generation,balanced,3,"[""black-forest-labs/flux-1.1-pro@1.1"", ""google/imagen-3@3.0"", ""openai/dall-e-3@3.0""]","[""black-forest-labs/flux-1.1-pro@1.1"", ""google/imagen-3@3.0"", ""openai/dall-e-3@3.0""]",1.0,1.0,True,black-forest-labs/flux-1.1-pro@1.1,black-forest-labs/flux-1.1-pro@1.1,0.9934,0.0
193,ai.video.generation,quality_first,2,"[""kuaishou/kling-3.0@3.0"", ""google/veo-3.1@3.1""]","[""google/veo-3.1@3.1"", ""kuaishou/kling-3.0@3.0""]",-1.0,-1.0,False,kuaishou/kling-3.0@3.0,google/veo-3.1@3.1,0.6769,0.35379999999999995
194,ai.llm.embedding,quality_first,2,"[""openai/text-embedding-3-large@3.0"", ""voyageai/voyage-3-large@3.0""]","[""voyageai/voyage-3-large@3.0"", ""openai/text-embedding-3-large@3.0""]",-1.0,-1.0,False,openai/text-embedding-3-large@3.0,voyageai/voyage-3-large@3.0,0.8629,0.7258
195,tool.data.search,speed_first,2,"[""exa/search-api@v1"", ""tavily/search-api@v1""]","[""exa/search-api@v1"", ""tavily/search-api@v1""]",1.0,1.0,True,exa/search-api@v1,exa/search-api@v1,0.5371,0.0
196,infra.database.postgres,speed_first,2,"[""neon/serverless-postgres@v1"", ""supabase/database@v2""]","[""neon/serverless-postgres@v1"", ""supabase/database@v2""]",1.0,1.0,True,neon/serverless-postgres@v1,neon/serverless-postgres@v1,1.0,0.0
197,infra.compute.gpu,cost_first,2,"[""runpod/gpu-serverless@1.0"", ""replicate/gpu-serverless@1.0""]","[""runpod/gpu-serverless@1.0"", ""replicate/gpu-serverless@1.0""]",1.0,1.0,True,runpod/gpu-serverless@1.0,runpod/gpu-serverless@1.0,1.0,0.0
198,ai.audio.stt,balanced,2,"[""deepgram/nova@v2"", ""openai/whisper@v1""]","[""deepgram/nova@v2"", ""openai/whisper@v1""]",1.0,1.0,True,deepgram/nova@v2,deepgram/nova@v2,1.0,0.0
199,ai.nlp.translation,speed_first,2,"[""google/translate@v3"", ""deepl/translate@v2""]","[""google/translate@v3"", ""deepl/translate@v2""]",1.0,1.0,True,google/translate@v3,google/translate@v3,1.0,0.0
200,tool.data.search,speed_first,2,"[""exa/search-api@v1"", ""tavily/search-api@v1""]","[""exa/search-api@v1"", ""tavily/search-api@v1""]",1.0,1.0,True,exa/search-api@v1,exa/search-api@v1,0.5371,0.0
