io_ratio,profile,taxonomy,service_id,rank,topsis_score
0.1,cost_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.1,cost_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.1,cost_first,ai.llm.chat,minimax/m2.7@2.7,1,0.9469
0.1,cost_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,2,0.9096
0.1,cost_first,ai.llm.chat,zhipu/glm-5@5.0,3,0.8558
0.1,cost_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,4,0.8445
0.1,cost_first,ai.llm.chat,qwen/qwen3-max@3.0,5,0.8435
0.1,cost_first,ai.llm.chat,google/gemini-2.5-pro@2.5,6,0.3541
0.1,cost_first,ai.llm.chat,openai/gpt-4o@2024-11-20,7,0.3515
0.1,cost_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,8,0.1017
0.1,cost_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9953
0.1,cost_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.2891
0.1,cost_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0047
0.1,cost_first,tool.automation.browser,steel/browser@v1,1,0.9991
0.1,cost_first,tool.automation.browser,browserbase/api@v1,2,0.0009
0.1,cost_first,tool.devops.ci,circleci/cloud@v2,1,0.6864
0.1,cost_first,tool.devops.ci,github/actions@v2,2,0.3136
0.1,cost_first,ai.code.completion,github/copilot@v1,1,1.0
0.1,cost_first,ai.code.completion,cursor/editor@v1,2,0.0
0.1,cost_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.1,cost_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.1,cost_first,ai.nlp.translation,google/translate@v3,1,1.0
0.1,cost_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.1,cost_first,tool.communication.chat,discord/api@v10,1,0.9955
0.1,cost_first,tool.communication.chat,slack/web-api@v2,2,0.0045
0.1,cost_first,ai.audio.tts,openai/tts-1@1.0,1,0.9414
0.1,cost_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.0586
0.1,cost_first,tool.data.search,tavily/search-api@v1,1,0.9436
0.1,cost_first,tool.data.search,exa/search-api@v1,2,0.0564
0.1,cost_first,tool.data.scraping,jina/reader@v1,1,0.9999
0.1,cost_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0001
0.1,cost_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.1,cost_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.1,cost_first,tool.productivity.todo,todoist/api@v2,1,0.8996
0.1,cost_first,tool.productivity.todo,ticktick/api@v2,2,0.6554
0.1,cost_first,tool.productivity.todo,google/tasks-api@v1,3,0.0028
0.1,cost_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.9585
0.1,cost_first,ai.video.generation,google/veo-3.1@3.1,2,0.0415
0.1,cost_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.1,cost_first,infra.database.postgres,supabase/database@v2,2,0.0
0.1,cost_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.9671
0.1,cost_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.0329
0.1,cost_first,infra.database.vector,qdrant/cloud@v1,1,0.9984
0.1,cost_first,infra.database.vector,pinecone/index@v3,2,0.0016
0.1,cost_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.1,cost_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.1,cost_first,tool.communication.email,resend/email-api@v1,1,1.0
0.1,cost_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.1,quality_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.1,quality_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.1,quality_first,ai.llm.chat,minimax/m2.7@2.7,1,0.787
0.1,quality_first,ai.llm.chat,openai/gpt-4o@2024-11-20,2,0.6846
0.1,quality_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,3,0.5635
0.1,quality_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,4,0.5317
0.1,quality_first,ai.llm.chat,google/gemini-2.5-pro@2.5,5,0.5238
0.1,quality_first,ai.llm.chat,qwen/qwen3-max@3.0,6,0.4701
0.1,quality_first,ai.llm.chat,zhipu/glm-5@5.0,7,0.4627
0.1,quality_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,8,0.4248
0.1,quality_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9968
0.1,quality_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.2797
0.1,quality_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0032
0.1,quality_first,tool.automation.browser,steel/browser@v1,1,0.9949
0.1,quality_first,tool.automation.browser,browserbase/api@v1,2,0.0051
0.1,quality_first,tool.devops.ci,github/actions@v2,1,0.8259
0.1,quality_first,tool.devops.ci,circleci/cloud@v2,2,0.1741
0.1,quality_first,ai.code.completion,github/copilot@v1,1,1.0
0.1,quality_first,ai.code.completion,cursor/editor@v1,2,0.0
0.1,quality_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.1,quality_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.1,quality_first,ai.nlp.translation,google/translate@v3,1,1.0
0.1,quality_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.1,quality_first,tool.communication.chat,discord/api@v10,1,0.9966
0.1,quality_first,tool.communication.chat,slack/web-api@v2,2,0.0034
0.1,quality_first,ai.audio.tts,openai/tts-1@1.0,1,0.5757
0.1,quality_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.4243
0.1,quality_first,tool.data.search,tavily/search-api@v1,1,0.6015
0.1,quality_first,tool.data.search,exa/search-api@v1,2,0.3985
0.1,quality_first,tool.data.scraping,jina/reader@v1,1,0.9991
0.1,quality_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0009
0.1,quality_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.1,quality_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.1,quality_first,tool.productivity.todo,todoist/api@v2,1,0.8911
0.1,quality_first,tool.productivity.todo,ticktick/api@v2,2,0.6608
0.1,quality_first,tool.productivity.todo,google/tasks-api@v1,3,0.0021
0.1,quality_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.6769
0.1,quality_first,ai.video.generation,google/veo-3.1@3.1,2,0.3231
0.1,quality_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.1,quality_first,infra.database.postgres,supabase/database@v2,2,0.0
0.1,quality_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.8629
0.1,quality_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.1371
0.1,quality_first,infra.database.vector,qdrant/cloud@v1,1,0.9988
0.1,quality_first,infra.database.vector,pinecone/index@v3,2,0.0012
0.1,quality_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.1,quality_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.1,quality_first,tool.communication.email,resend/email-api@v1,1,1.0
0.1,quality_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.1,speed_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.1,speed_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.1,speed_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,1,0.8716
0.1,speed_first,ai.llm.chat,openai/gpt-4o@2024-11-20,2,0.7155
0.1,speed_first,ai.llm.chat,minimax/m2.7@2.7,3,0.6978
0.1,speed_first,ai.llm.chat,qwen/qwen3-max@3.0,4,0.6288
0.1,speed_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,5,0.5412
0.1,speed_first,ai.llm.chat,zhipu/glm-5@5.0,6,0.5265
0.1,speed_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,7,0.3664
0.1,speed_first,ai.llm.chat,google/gemini-2.5-pro@2.5,8,0.1982
0.1,speed_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9982
0.1,speed_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.4797
0.1,speed_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0018
0.1,speed_first,tool.automation.browser,steel/browser@v1,1,0.9984
0.1,speed_first,tool.automation.browser,browserbase/api@v1,2,0.0016
0.1,speed_first,tool.devops.ci,circleci/cloud@v2,1,0.5259
0.1,speed_first,tool.devops.ci,github/actions@v2,2,0.4741
0.1,speed_first,ai.code.completion,github/copilot@v1,1,1.0
0.1,speed_first,ai.code.completion,cursor/editor@v1,2,0.0
0.1,speed_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.1,speed_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.1,speed_first,ai.nlp.translation,google/translate@v3,1,1.0
0.1,speed_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.1,speed_first,tool.communication.chat,discord/api@v10,1,0.9992
0.1,speed_first,tool.communication.chat,slack/web-api@v2,2,0.0008
0.1,speed_first,ai.audio.tts,openai/tts-1@1.0,1,0.6073
0.1,speed_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.3927
0.1,speed_first,tool.data.search,exa/search-api@v1,1,0.5371
0.1,speed_first,tool.data.search,tavily/search-api@v1,2,0.4629
0.1,speed_first,tool.data.scraping,jina/reader@v1,1,0.9997
0.1,speed_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0003
0.1,speed_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.1,speed_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.1,speed_first,tool.productivity.todo,todoist/api@v2,1,0.9836
0.1,speed_first,tool.productivity.todo,ticktick/api@v2,2,0.6257
0.1,speed_first,tool.productivity.todo,google/tasks-api@v1,3,0.0005
0.1,speed_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.5357
0.1,speed_first,ai.video.generation,google/veo-3.1@3.1,2,0.4643
0.1,speed_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.1,speed_first,infra.database.postgres,supabase/database@v2,2,0.0
0.1,speed_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.9783
0.1,speed_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.0217
0.1,speed_first,infra.database.vector,qdrant/cloud@v1,1,0.9997
0.1,speed_first,infra.database.vector,pinecone/index@v3,2,0.0003
0.1,speed_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.1,speed_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.1,speed_first,tool.communication.email,resend/email-api@v1,1,1.0
0.1,speed_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.1,balanced,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.1,balanced,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.1,balanced,ai.llm.chat,minimax/m2.7@2.7,1,0.8863
0.1,balanced,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,2,0.8269
0.1,balanced,ai.llm.chat,qwen/qwen3-max@3.0,3,0.7668
0.1,balanced,ai.llm.chat,zhipu/glm-5@5.0,4,0.7611
0.1,balanced,ai.llm.chat,moonshot/kimi-k2.5@2.5,5,0.717
0.1,balanced,ai.llm.chat,openai/gpt-4o@2024-11-20,6,0.426
0.1,balanced,ai.llm.chat,google/gemini-2.5-pro@2.5,7,0.3619
0.1,balanced,ai.llm.chat,anthropic/claude-sonnet-4@4.0,8,0.2358
0.1,balanced,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9934
0.1,balanced,ai.vision.image_generation,google/imagen-3@3.0,2,0.35
0.1,balanced,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0066
0.1,balanced,tool.automation.browser,steel/browser@v1,1,0.997
0.1,balanced,tool.automation.browser,browserbase/api@v1,2,0.003
0.1,balanced,tool.devops.ci,circleci/cloud@v2,1,0.5033
0.1,balanced,tool.devops.ci,github/actions@v2,2,0.4967
0.1,balanced,ai.code.completion,github/copilot@v1,1,1.0
0.1,balanced,ai.code.completion,cursor/editor@v1,2,0.0
0.1,balanced,ai.audio.stt,deepgram/nova@v2,1,1.0
0.1,balanced,ai.audio.stt,openai/whisper@v1,2,0.0
0.1,balanced,ai.nlp.translation,google/translate@v3,1,1.0
0.1,balanced,ai.nlp.translation,deepl/translate@v2,2,0.0
0.1,balanced,tool.communication.chat,discord/api@v10,1,0.9955
0.1,balanced,tool.communication.chat,slack/web-api@v2,2,0.0045
0.1,balanced,ai.audio.tts,openai/tts-1@1.0,1,0.8587
0.1,balanced,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.1413
0.1,balanced,tool.data.search,tavily/search-api@v1,1,0.8238
0.1,balanced,tool.data.search,exa/search-api@v1,2,0.1762
0.1,balanced,tool.data.scraping,jina/reader@v1,1,0.9995
0.1,balanced,tool.data.scraping,firecrawl/scrape@v1,2,0.0005
0.1,balanced,tool.devops.deployment,vercel/platform@v1,1,1.0
0.1,balanced,tool.devops.deployment,fly/machines@v1,2,0.0
0.1,balanced,tool.productivity.todo,todoist/api@v2,1,0.9363
0.1,balanced,tool.productivity.todo,ticktick/api@v2,2,0.637
0.1,balanced,tool.productivity.todo,google/tasks-api@v1,3,0.0029
0.1,balanced,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.8635
0.1,balanced,ai.video.generation,google/veo-3.1@3.1,2,0.1365
0.1,balanced,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.1,balanced,infra.database.postgres,supabase/database@v2,2,0.0
0.1,balanced,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.944
0.1,balanced,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.056
0.1,balanced,infra.database.vector,qdrant/cloud@v1,1,0.9984
0.1,balanced,infra.database.vector,pinecone/index@v3,2,0.0016
0.1,balanced,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.1,balanced,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.1,balanced,tool.communication.email,resend/email-api@v1,1,1.0
0.1,balanced,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.2,cost_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.2,cost_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.2,cost_first,ai.llm.chat,minimax/m2.7@2.7,1,0.9475
0.2,cost_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,2,0.9096
0.2,cost_first,ai.llm.chat,zhipu/glm-5@5.0,3,0.8564
0.2,cost_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,4,0.8453
0.2,cost_first,ai.llm.chat,qwen/qwen3-max@3.0,5,0.8436
0.2,cost_first,ai.llm.chat,google/gemini-2.5-pro@2.5,6,0.3609
0.2,cost_first,ai.llm.chat,openai/gpt-4o@2024-11-20,7,0.3478
0.2,cost_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,8,0.1017
0.2,cost_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9953
0.2,cost_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.2891
0.2,cost_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0047
0.2,cost_first,tool.automation.browser,steel/browser@v1,1,0.9991
0.2,cost_first,tool.automation.browser,browserbase/api@v1,2,0.0009
0.2,cost_first,tool.devops.ci,circleci/cloud@v2,1,0.6864
0.2,cost_first,tool.devops.ci,github/actions@v2,2,0.3136
0.2,cost_first,ai.code.completion,github/copilot@v1,1,1.0
0.2,cost_first,ai.code.completion,cursor/editor@v1,2,0.0
0.2,cost_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.2,cost_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.2,cost_first,ai.nlp.translation,google/translate@v3,1,1.0
0.2,cost_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.2,cost_first,tool.communication.chat,discord/api@v10,1,0.9955
0.2,cost_first,tool.communication.chat,slack/web-api@v2,2,0.0045
0.2,cost_first,ai.audio.tts,openai/tts-1@1.0,1,0.9414
0.2,cost_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.0586
0.2,cost_first,tool.data.search,tavily/search-api@v1,1,0.9436
0.2,cost_first,tool.data.search,exa/search-api@v1,2,0.0564
0.2,cost_first,tool.data.scraping,jina/reader@v1,1,0.9999
0.2,cost_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0001
0.2,cost_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.2,cost_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.2,cost_first,tool.productivity.todo,todoist/api@v2,1,0.8996
0.2,cost_first,tool.productivity.todo,ticktick/api@v2,2,0.6554
0.2,cost_first,tool.productivity.todo,google/tasks-api@v1,3,0.0028
0.2,cost_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.9585
0.2,cost_first,ai.video.generation,google/veo-3.1@3.1,2,0.0415
0.2,cost_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.2,cost_first,infra.database.postgres,supabase/database@v2,2,0.0
0.2,cost_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.9671
0.2,cost_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.0329
0.2,cost_first,infra.database.vector,qdrant/cloud@v1,1,0.9984
0.2,cost_first,infra.database.vector,pinecone/index@v3,2,0.0016
0.2,cost_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
0.2,cost_first,infra.compute.gpu,replicate/gpu-serverless@1.0,2,0.0
0.2,cost_first,tool.communication.email,resend/email-api@v1,1,1.0
0.2,cost_first,tool.communication.email,twilio/sendgrid@v3,2,0.0
0.2,quality_first,tool.productivity.spreadsheet,google/sheets-api@v4,1,1.0
0.2,quality_first,tool.productivity.spreadsheet,airtable/api@v1,2,0.0
0.2,quality_first,ai.llm.chat,minimax/m2.7@2.7,1,0.787
0.2,quality_first,ai.llm.chat,openai/gpt-4o@2024-11-20,2,0.6834
0.2,quality_first,ai.llm.chat,anthropic/claude-sonnet-4@4.0,3,0.5637
0.2,quality_first,ai.llm.chat,deepseek/deepseek-v4-flash@4.0,4,0.5316
0.2,quality_first,ai.llm.chat,google/gemini-2.5-pro@2.5,5,0.5251
0.2,quality_first,ai.llm.chat,qwen/qwen3-max@3.0,6,0.47
0.2,quality_first,ai.llm.chat,zhipu/glm-5@5.0,7,0.4627
0.2,quality_first,ai.llm.chat,moonshot/kimi-k2.5@2.5,8,0.4249
0.2,quality_first,ai.vision.image_generation,black-forest-labs/flux-1.1-pro@1.1,1,0.9968
0.2,quality_first,ai.vision.image_generation,google/imagen-3@3.0,2,0.2797
0.2,quality_first,ai.vision.image_generation,openai/dall-e-3@3.0,3,0.0032
0.2,quality_first,tool.automation.browser,steel/browser@v1,1,0.9949
0.2,quality_first,tool.automation.browser,browserbase/api@v1,2,0.0051
0.2,quality_first,tool.devops.ci,github/actions@v2,1,0.8259
0.2,quality_first,tool.devops.ci,circleci/cloud@v2,2,0.1741
0.2,quality_first,ai.code.completion,github/copilot@v1,1,1.0
0.2,quality_first,ai.code.completion,cursor/editor@v1,2,0.0
0.2,quality_first,ai.audio.stt,deepgram/nova@v2,1,1.0
0.2,quality_first,ai.audio.stt,openai/whisper@v1,2,0.0
0.2,quality_first,ai.nlp.translation,google/translate@v3,1,1.0
0.2,quality_first,ai.nlp.translation,deepl/translate@v2,2,0.0
0.2,quality_first,tool.communication.chat,discord/api@v10,1,0.9966
0.2,quality_first,tool.communication.chat,slack/web-api@v2,2,0.0034
0.2,quality_first,ai.audio.tts,openai/tts-1@1.0,1,0.5757
0.2,quality_first,ai.audio.tts,elevenlabs/tts-v2@2.0,2,0.4243
0.2,quality_first,tool.data.search,tavily/search-api@v1,1,0.6015
0.2,quality_first,tool.data.search,exa/search-api@v1,2,0.3985
0.2,quality_first,tool.data.scraping,jina/reader@v1,1,0.9991
0.2,quality_first,tool.data.scraping,firecrawl/scrape@v1,2,0.0009
0.2,quality_first,tool.devops.deployment,vercel/platform@v1,1,1.0
0.2,quality_first,tool.devops.deployment,fly/machines@v1,2,0.0
0.2,quality_first,tool.productivity.todo,todoist/api@v2,1,0.8911
0.2,quality_first,tool.productivity.todo,ticktick/api@v2,2,0.6608
0.2,quality_first,tool.productivity.todo,google/tasks-api@v1,3,0.0021
0.2,quality_first,ai.video.generation,kuaishou/kling-3.0@3.0,1,0.6769
0.2,quality_first,ai.video.generation,google/veo-3.1@3.1,2,0.3231
0.2,quality_first,infra.database.postgres,neon/serverless-postgres@v1,1,1.0
0.2,quality_first,infra.database.postgres,supabase/database@v2,2,0.0
0.2,quality_first,ai.llm.embedding,openai/text-embedding-3-large@3.0,1,0.8629
0.2,quality_first,ai.llm.embedding,voyageai/voyage-3-large@3.0,2,0.1371
0.2,quality_first,infra.database.vector,qdrant/cloud@v1,1,0.9988
0.2,quality_first,infra.database.vector,pinecone/index@v3,2,0.0012
0.2,quality_first,infra.compute.gpu,runpod/gpu-serverless@1.0,1,1.0
